ID,DETALLE,CODIGO ALFA,CODIGO PRODUCTO,CATEGORIA,SUBCATEGORIA,MARCA,PRECIO,IVA,IMP. INTERNO,MARKUP,PRECIO PUBLICO,COTIZACION,PRECIO PUBLICO ARS,URI,FECHA HORA
14884,Auricular XTECH Molten Red,XTEAURXTH-520RD,XTH-520RD,Audio,Auriculares,XTECH,14.09,21.0,0.0,10,15.5,365.5,5665.25,https://elit.com.ar/producto/14884-auricular-xtech-molten-red,8/18/2023 3:47:36 PM 
14889,Cámara Web KLIP XTREME Laguham,KLICAMKWC-500,KWC-500,Perifericos,Camaras Web,KLIP XTREME,58.61,21.0,0.0,10,64.47,365.5,23563.79,https://elit.com.ar/producto/14889-camara-web-klip-xtreme-laguham,8/18/2023 3:47:36 PM 
14902,Memoria Ram UDIMM KINGSTON Fury Beast 8GB DDR4 3200MHz CL16 1.35V Single Negro RGB,KFUMEM432C16BB8,KF432C16BBA/8,Memorias,Memorias PC,KINGSTON,46.55,10.5,0.0,10,51.21,365.5,18717.26,https://elit.com.ar/producto/14902-memoria-ram-udimm-kingston-fury-beast-8gb-ddr4-3200m-hz-cl16-1-35v-single-negro-rgb,8/18/2023 3:47:36 PM 
14905,Memoria Ram UDIMM KINGSTON Fury Renegade 8GB DDR4 3200MHz CL16 1.35V Single Negro RGB,KFUMEM432C16RBA,KF432C16RBA/8,Memorias,Memorias PC,KINGSTON,74.79,10.5,0.0,10,82.27,365.5,30069.69,https://elit.com.ar/producto/14905-memoria-ram-udimm-kingston-fury-renegade-8gb-ddr4-3200m-hz-cl16-1-35v-single-negro-rgb,8/18/2023 3:47:36 PM 
14914,Memoria Ram UDIMM KINGSTON KVR 16GB DDR4 2666MHz CL19 1.20V Single Negro,KINMEMKVR26NS16,KVR26N19S8/16,Memorias,Memorias PC,KINGSTON,85.7,10.5,0.0,10,94.27,365.5,34455.69,https://elit.com.ar/producto/14914-memoria-ram-udimm-kingston-kvr-16gb-ddr4-2666m-hz-cl19-1-20v-single-negro,8/18/2023 3:47:36 PM 
14919,Camara WIFI LC1C EZVIZ NO 2MP Exterior Bullet,EZVCAMCS-LC1CB,CS-LC1C-A0-1F2WPFRL-BK,Seguridad,Camaras Wifi,EZVIZ,233.53,21.0,0.0,10,256.88,365.5,93889.64,https://elit.com.ar/producto/14919-camara-wifi-lc1c-ezviz-no-2mp-exterior-bullet,8/18/2023 3:47:36 PM 
14924,Cerradura Inteligente EZVIZ L2,EZVCAM-L2,CS-L2-11FCP (A0)(Black),Seguridad,Camaras Wifi,EZVIZ,446.59,21.0,0.0,10,491.25,365.5,179551.88,https://elit.com.ar/producto/14924-cerradura-inteligente-ezviz-l2,8/18/2023 3:47:36 PM 
14969,Lampara Inteligente NHB-C320 NEXXT 4W (Equivalente a 40W) x 1un,NEXLAMNHB-C320,NHB-C320,Domotica,Smart Home,NEXXT,9.66,10.5,0.0,10,10.63,365.5,3885.27,https://elit.com.ar/producto/14969-lampara-inteligente-nhb-c320-nexxt-4w-equivalente-a-40w-x-1un,8/18/2023 3:47:36 PM 
14974,Gabinete COOLER MASTER MasterFrame 700 Negro Full Tower S/Fuente,CM-GABMF700,MCF-MF700-KGNN-S00,Hardware,Gabinetes,COOLER MASTER,252.83,10.5,0.0,10,278.11,365.5,101649.21,https://elit.com.ar/producto/14974-gabinete-cooler-master-master-frame-700-negro-full-tower-s-fuente,8/18/2023 3:47:36 PM 
15002,Impresora LaserJet Enterprise M611dn,HP-IMP7PS84A,7PS84A,Impresoras,Impresoras Laser,HP,1669.84,10.5,0.0,10,1836.82,365.5,671357.71,https://elit.com.ar/producto/15002-impresora-laser-jet-enterprise-m611dn,8/18/2023 3:47:36 PM 
15006,Kit de Soporte Lenovo ThinkCentre Tiny II,LENACC4XH0N0409,4XH0N04098,Imagen,Accesorios,LENOVO,28.66,21.0,0.0,10,31.53,365.5,11524.22,https://elit.com.ar/producto/15006-kit-de-soporte-lenovo-think-centre-tiny-ii,8/18/2023 3:47:36 PM 
15015,Memoria Ram UDIMM KINGSTON Fury Beast 16GB DDR4 3200MHz CL16 1.35V Single Negro RGB,KFUMEM432C16BBA,KF432C16BBA/16,Memorias,Memorias PC,KINGSTON,98.34,10.5,0.0,10,108.17,365.5,39536.14,https://elit.com.ar/producto/15015-memoria-ram-udimm-kingston-fury-beast-16gb-ddr4-3200m-hz-cl16-1-35v-single-negro-rgb,8/18/2023 3:47:36 PM 
15030,Botella de Tinta EPSON 555 Amarillo,EPST555420-AL,T555420-AL,Insumos,Botellas de Tinta,EPSON,29.22,21.0,0.0,10,32.14,365.5,11747.17,https://elit.com.ar/producto/15030-botella-de-tinta-epson-555-amarillo,8/18/2023 3:47:36 PM 
15139,Auricular KLIP XTREME Dynamik Deportivo Azul,KLIAURKSM-750BL,KSM-750BL,Audio,Auriculares,KLIP XTREME,35.52,10.5,0.0,10,39.07,365.5,14280.09,https://elit.com.ar/producto/15139-auricular-klip-xtreme-dynamik-deportivo-azul,8/18/2023 3:47:36 PM 
15167,Impresora Smart Tank 720 Wireless,HP-IMP6UU46A,6UU46A,Impresoras,Impresoras de Sistema Continuo,HP,701.03,21.0,0.0,10,771.13,365.5,281848.02,https://elit.com.ar/producto/15167-impresora-smart-tank-720-wireless,8/18/2023 3:47:36 PM 
15168,Impresora Smart Tank 750 Wireless,HP-IMP6UU47A,6UU47A,Impresoras,Impresoras de Sistema Continuo,HP,935.59,21.0,0.0,10,1029.15,365.5,376154.33,https://elit.com.ar/producto/15168-impresora-smart-tank-750-wireless,8/18/2023 3:47:36 PM 
15192,Fuente COOLER MASTER MWE V2 750W 80 Plus Gold ATX Modular,CM-FUEGOL750V2,MPE-7501-AFAAG-WO,Hardware,Fuentes,COOLER MASTER,145.65,21.0,0.0,10,160.22,365.5,58560.41,https://elit.com.ar/producto/15192-fuente-cooler-master-mwe-v2-750w-80-plus-gold-atx-modular,8/18/2023 3:47:36 PM 
15321,"Disco Interno HDD WESTERN DIGITAL Purple 2TB 3.5"" SATA 3.0 5400rpm",WD-HDWD22PURZ,WD22PURZ,Almacenamiento,Discos Internos,WD,128.87,10.5,0.0,10,141.76,365.5,51813.28,https://elit.com.ar/producto/15321-disco-interno-hdd-western-digital-purple-2tb-3-5-sata-3-0-5400rpm,8/18/2023 3:47:36 PM 
15345,Procesador INTEL Core i5-12400 2.50GHz LGA1700 DDR4/DDR5,INTPROI5-12400,BX8071512400,Hardware,Procesadores,INTEL,519.53,10.5,0.0,10,571.48,365.5,208875.94,https://elit.com.ar/producto/15345-procesador-intel-core-i5-12400-2-50g-hz-lga1700-ddr4-ddr5,8/18/2023 3:47:36 PM 
15358,"Notebook LENOVO IdeaPad 3 14"" Intel Core i3-1115G4 8GB DDR4-3200Mhz Intel UHD Graphics 256GB SSD y 1TB HDD Windows 11 Ho",LENNOT82H701AMA,82H701AMAR,Computadoras,Notebooks Consumo,LENOVO,1212.21,10.5,0.0,10,1333.43,365.5,487368.67,https://elit.com.ar/producto/15358-notebook-lenovo-idea-pad-3-14-intel-core-i3-1115g4-8gb-ddr4-3200mhz-intel-uhd-graphics-256gb-ssd-y-1tb-hdd-windows-11-ho,8/18/2023 3:47:36 PM 
15359,"Notebook LENOVO IdeaPad Flex 5 14"" AMD Ryzen 3 5300U 8GB DDR4-3200Mhz AMD Radeon Graphics 256GB SSD Windows 11 Home",LENNOT82HU0148A,82HU0148AR,Computadoras,Notebooks Consumo,LENOVO,1250.41,10.5,0.0,10,1375.45,365.5,502726.98,https://elit.com.ar/producto/15359-notebook-lenovo-idea-pad-flex-5-14-amd-ryzen-3-5300u-8gb-ddr4-3200mhz-amd-radeon-graphics-256gb-ssd-windows-11-home,8/18/2023 3:47:36 PM 
15362,"Notebook LENOVO ThinkBook 15 G2 ITL 15"" Intel Core i5-1135G7 8GB DD4-3200Mhz Intel Iris Xe 256GB SSD -",LENNOT20VE00L4A,20VE00L4AR,Computadoras,Notebooks Corporativo,LENOVO,1747.95,10.5,0.0,10,1922.75,365.5,702765.13,https://elit.com.ar/producto/15362-notebook-lenovo-think-book-15-g2-itl-15-intel-core-i5-1135g7-8gb-dd4-3200mhz-intel-iris-xe-256gb-ssd,8/18/2023 3:47:36 PM 
15374,Procesador INTEL Core i3-12100F 3.30GHz LGA1700 DDR4/DDR5,INTPROI3-12100F,BX8071512100F,Hardware,Procesadores,INTEL,257.4,10.5,0.0,10,283.14,365.5,103487.67,https://elit.com.ar/producto/15374-procesador-intel-core-i3-12100f-3-30g-hz-lga1700-ddr4-ddr5,8/18/2023 3:47:36 PM 
15386,Auricular KLIP XTREME Twin Touch Negro,KLIAURKTE-010BK,KTE-010BK,Audio,Auriculares,KLIP XTREME,38.45,10.5,0.0,10,42.3,365.5,15460.65,https://elit.com.ar/producto/15386-auricular-klip-xtreme-twin-touch-negro,8/18/2023 3:47:36 PM 
15387,Auricular KLIP XTREME Twin Touch Blanco,KLIAURKTE-010WH,KTE-010WH,Audio,Auriculares,KLIP XTREME,38.45,10.5,0.0,10,42.3,365.5,15460.65,https://elit.com.ar/producto/15387-auricular-klip-xtreme-twin-touch-blanco,8/18/2023 3:47:36 PM 
15388,Auricular KLIP XTREME Twin Touch Azul,KLIAURKTE-010BL,KTE-010BL,Audio,Auriculares,KLIP XTREME,38.45,10.5,0.0,10,42.3,365.5,15460.65,https://elit.com.ar/producto/15388-auricular-klip-xtreme-twin-touch-azul,8/18/2023 3:47:36 PM 
15394,Mouse Pad LOGITECH M Grafito,LOGMOUPGRAPHM,956-000035,Perifericos,Mouse Pad,LOGITECH,24.34,21.0,0.0,10,26.77,365.5,9784.44,https://elit.com.ar/producto/15394-mouse-pad-logitech-m-grafito,8/18/2023 3:47:36 PM 
15395,Mouse Pad LOGITECH M Rosa,LOGMOUPROSEM,956-000037,Perifericos,Mouse Pad,LOGITECH,24.28,21.0,0.0,10,26.71,365.5,9762.51,https://elit.com.ar/producto/15395-mouse-pad-logitech-m-rosa,8/18/2023 3:47:36 PM 
15396,Mouse Pad LOGITECH M Azul,LOGMOUPBLUEM,956-000038,Perifericos,Mouse Pad,LOGITECH,24.28,21.0,0.0,10,26.71,365.5,9762.51,https://elit.com.ar/producto/15396-mouse-pad-logitech-m-azul,8/18/2023 3:47:36 PM 
15397,Mouse Pad LOGITECH XL Lavanda,LOGMOUPXLLAV,956-000036,Perifericos,Mouse Pad,LOGITECH,52.38,21.0,0.0,10,57.62,365.5,21060.11,https://elit.com.ar/producto/15397-mouse-pad-logitech-xl-lavanda,8/18/2023 3:47:36 PM 
15501,Cooler Hyper 212 White Edition LED,CM-COO212WHITEL,RR-212L-16PW-R1,Hardware,Coolers,COOLER MASTER,67.99,21.0,0.0,10,74.79,365.5,27335.75,https://elit.com.ar/producto/15501-cooler-hyper-212-white-edition-led,8/18/2023 3:47:36 PM 
15515,Memoria Ram UDIMM CRUCIAL Basics 16GB DDR4 2666MHz CL17 1.20V Single Verde,CRUMEMCB16GU266,CB16GU2666,Memorias,Memorias PC,CRUCIAL,78.95,10.5,0.0,10,86.85,365.5,31743.68,https://elit.com.ar/producto/15515-memoria-ram-udimm-crucial-basics-16gb-ddr4-2666m-hz-cl17-1-20v-single-verde,8/18/2023 3:47:36 PM 
15518,Air Cooler COOLER MASTER Hyper 212 ARGB,CM-COOH212ARGB,RR-2V2L-18PA-R1,Hardware,Coolers,COOLER MASTER,79.32,21.0,0.0,10,87.25,365.5,31889.88,https://elit.com.ar/producto/15518-air-cooler-cooler-master-hyper-212-argb,8/18/2023 3:47:36 PM 
15523,Motherboard GIGABYTE H610M H Ultra Durable LGA1700 DDR4,GIGMOTH610MH4,H610M H DDR4,Hardware,Motherboards,GIGABYTE,192.79,10.5,0.0,10,212.07,365.5,77511.58,https://elit.com.ar/producto/15523-motherboard-gigabyte-h610m-h-ultra-durable-lga1700-ddr4,8/18/2023 3:47:36 PM 
15526,Gabinete GIGABYTE AORUS C700 GLASS Negro Full Tower ARGB S/Fuente,GIGGABAC700G,AC700G,Hardware,Gabinetes,GIGABYTE,791.38,10.5,0.0,10,870.52,365.5,318175.06,https://elit.com.ar/producto/15526-gabinete-gigabyte-aorus-c700-glass-negro-full-tower-argb-s-fuente,8/18/2023 3:47:36 PM 
15543,Fuente MSI MPG A750GF 750W 80 Plus Gold ATX Modular,MSIFUEA750GF,306-7ZP0B21-CE0,Hardware,Fuentes,MSI,148.59,21.0,0.0,10,163.45,365.5,59740.98,https://elit.com.ar/producto/15543-fuente-msi-mpg-a750gf-750w-80-plus-gold-atx-modular,8/18/2023 3:47:36 PM 
15553,Soporte Auricular XTECH Yurei Negro,XTESOPXTH-690,XTH-690,Imagen,Soportes,XTECH,44.82,21.0,3.0,10,49.3,365.5,18019.15,https://elit.com.ar/producto/15553-soporte-auricular-xtech-yurei-negro,8/18/2023 3:47:36 PM 
15556,Auricular KLIP XTREME Jog Budz II Deportivo Verde,KLIAURKSM-150GN,KSM-150GN,Audio,Auriculares,KLIP XTREME,28.1,10.5,0.0,10,30.91,365.5,11297.61,https://elit.com.ar/producto/15556-auricular-klip-xtreme-jog-budz-ii-deportivo-verde,8/18/2023 3:47:36 PM 
15557,Auricular KLIP XTREME Jog Budz II Deportivo Rojo,KLIAURKSM-150RD,KSM-150RD,Audio,Auriculares,KLIP XTREME,28.1,10.5,0.0,10,30.91,365.5,11297.61,https://elit.com.ar/producto/15557-auricular-klip-xtreme-jog-budz-ii-deportivo-rojo,8/18/2023 3:47:36 PM 
15560,"Monitor HP P22v G4 21.50""",HP-MON9TT53AA,9TT53AA,Imagen,Monitores,HP,203.61,21.0,23.46,10,223.97,365.5,81861.04,https://elit.com.ar/producto/15560-monitor-hp-p22v-g4-21-50,8/18/2023 3:47:36 PM 
15571,Disco Interno SSD WESTERN DIGITAL SN350 1TB M.2 NVMe PCIe 3.0  3200MB/s,WDSSD100T3G0C,WDS100T3G0C,Almacenamiento,Discos Internos SSD,WD,118.39,10.5,0.0,10,130.23,365.5,47599.06,https://elit.com.ar/producto/15571-disco-interno-ssd-western-digital-sn350-1tb-m-2-nv-me-pc-ie-3-0-3200mb-s,8/18/2023 3:47:36 PM 
15660,Memoria Ram SODIMM KINGSTON KVR 16GB DDR4 3200MHz CL22 1.20V Single Negro,KINMEM32S22S816,KVR32S22S8/16,Memorias,Memorias Notebook,KINGSTON,81.54,10.5,0.0,10,89.69,365.5,32781.7,https://elit.com.ar/producto/15660-memoria-ram-sodimm-kingston-kvr-16gb-ddr4-3200m-hz-cl22-1-20v-single-negro,8/18/2023 3:47:36 PM 
15661,Memoria Ram SODIMM KINGSTON KVR 16GB DDR4 2666MHz CL19 1.20V Single Negro,KINMEM26S19S816,KVR26S19S8/16,Memorias,Memorias Notebook,KINGSTON,77.77,10.5,0.0,10,85.55,365.5,31268.53,https://elit.com.ar/producto/15661-memoria-ram-sodimm-kingston-kvr-16gb-ddr4-2666m-hz-cl19-1-20v-single-negro,8/18/2023 3:47:36 PM 
15670,Impresora HP Laser Neverstop 1200a,HP-IMP4QD21A,4QD21A,Impresoras,Impresoras Laser,HP,656.75,21.0,0.0,10,722.43,365.5,264048.16,https://elit.com.ar/producto/15670-impresora-hp-laser-neverstop-1200a,8/18/2023 3:47:36 PM 
15671,Joystick LOGITECH F710 Gris,LOGJOYF710,940-000117,,Joysticks,LOGITECH,89.46,10.5,0.0,10,98.41,365.5,35968.85,https://elit.com.ar/producto/15671-joystick-logitech-f710-gris,8/18/2023 3:47:36 PM 
15708,Fuente COOLER MASTER Adaptador 24 Pines ATX p/Cable CM,CM-CABXXBK1-GL,CMA-CEMB00XXBK1-GL,Hardware,Fuentes,COOLER MASTER,20.55,21.0,0.0,10,22.61,365.5,8263.96,https://elit.com.ar/producto/15708-fuente-cooler-master-adaptador-24-pines-atx-p-cable-cm,8/18/2023 3:47:36 PM 
15709,Fuente COOLER MASTER Cable 24 Pines ATX p/Adaptador CM,CM-CAB24PINCAB,CABLE24PINES,Hardware,Fuentes,COOLER MASTER,2.05,21.0,0.0,10,2.26,365.5,826.03,https://elit.com.ar/producto/15709-fuente-cooler-master-cable-24-pines-atx-p-adaptador-cm,8/18/2023 3:47:36 PM 
15716,"Notebook LENOVO ThinkBook 15 G2 ITL 15"" Intel Core i7-1165G7 8GB DD4-3200Mhz Intel Iris Xe 256GB SSD -",LENNOT20VE00L1A,20VE00L1AR,Computadoras,Notebooks Corporativo,LENOVO,2105.84,10.5,0.0,10,2316.42,365.5,846651.51,https://elit.com.ar/producto/15716-notebook-lenovo-think-book-15-g2-itl-15-intel-core-i7-1165g7-8gb-dd4-3200mhz-intel-iris-xe-256gb-ssd,8/18/2023 3:47:36 PM 
15736,"Notebook LENOVO Lenovo V14 G2 ITL 14"" Intel Core i3-1115G4 8GB DD4-3200Mhz Intel UHD Graphics 256GB SSD -",LENNOT82KA010HA,82KA010HAR,Computadoras,Notebooks Corporativo,LENOVO,818.96,10.5,0.0,10,900.86,365.5,329264.33,https://elit.com.ar/producto/15736-notebook-lenovo-lenovo-v14-g2-itl-14-intel-core-i3-1115g4-8gb-dd4-3200mhz-intel-uhd-graphics-256gb-ssd,8/18/2023 3:47:36 PM 
15759,Gabinete THERMALTAKE AH T600 Negro Mid Tower S/Fuente,THEGABAHT600N,CA-1Q4-00M1WN-00,Hardware,Gabinetes,THERMALTAKE,347.99,10.5,0.0,10,382.79,365.5,139909.75,https://elit.com.ar/producto/15759-gabinete-thermaltake-ah-t600-negro-mid-tower-s-fuente,8/18/2023 3:47:36 PM 
15760,Gabinete THERMALTAKE AH T600 Snow Blanco Mid Tower S/Fuente,THEGABAHT600B,CA-1Q4-00M6WN-00,Hardware,Gabinetes,THERMALTAKE,338.05,10.5,0.0,10,371.86,365.5,135914.83,https://elit.com.ar/producto/15760-gabinete-thermaltake-ah-t600-snow-blanco-mid-tower-s-fuente,8/18/2023 3:47:36 PM 
15762,Gabinete THERMALTAKE AH T200 Snow Blanco Micro Chassis S/Fuente,THEGABAHT200B,CA-1R4-00S6WN-00,Hardware,Gabinetes,THERMALTAKE,221.84,10.5,0.0,10,244.02,365.5,89189.31,https://elit.com.ar/producto/15762-gabinete-thermaltake-ah-t200-snow-blanco-micro-chassis-s-fuente,8/18/2023 3:47:36 PM 
15764,Gabinete THERMALTAKE View 51 TG Snow Blanco Full Tower ARGB S/Fuente,THEGAB51TGARGBB,CA-1Q6-00M6WN-00,Hardware,Gabinetes,THERMALTAKE,259.1,10.5,0.0,10,285.01,365.5,104171.16,https://elit.com.ar/producto/15764-gabinete-thermaltake-view-51-tg-snow-blanco-full-tower-argb-s-fuente,8/18/2023 3:47:36 PM 
15775,"Disco Interno SSD WESTERN DIGITAL Green 240GB 2.5"" SATA 3.0  545MB/s",WDSSD240G3G0A,WDS240G3G0A,Almacenamiento,Discos Internos SSD,WD,40.16,10.5,0.0,10,44.18,365.5,16147.79,https://elit.com.ar/producto/15775-disco-interno-ssd-western-digital-green-240gb-2-5-sata-3-0-545mb-s,8/18/2023 3:47:36 PM 
15779,Memoria Ram SODIMM KINGSTON KVR 8GB DDR4 3200MHz CL22 1.20V Single Negro,KINMEM32S22S6/8,KVR32S22S6/8,Memorias,Memorias Notebook,KINGSTON,43.71,10.5,0.0,10,48.08,365.5,17573.24,https://elit.com.ar/producto/15779-memoria-ram-sodimm-kingston-kvr-8gb-ddr4-3200m-hz-cl22-1-20v-single-negro,8/18/2023 3:47:36 PM 
15793,Procesador INTEL Core i3-12100 3.30GHz LGA1700 DDR4/DDR5,INTPROI3-12100,BX8071512100,Hardware,Procesadores,INTEL,356.06,10.5,0.0,10,391.67,365.5,143155.39,https://elit.com.ar/producto/15793-procesador-intel-core-i3-12100-3-30g-hz-lga1700-ddr4-ddr5,8/18/2023 3:47:36 PM 
15810,Mouse Inalámbrico LOGITECH GPRO X Superlight Magenta,LOGMOUSUPERLMAG,910-005955,Perifericos,Mouses,LOGITECH,209.43,10.5,0.0,10,230.37,365.5,84200.24,https://elit.com.ar/producto/15810-mouse-inalambrico-logitech-gpro-x-superlight-magenta,8/18/2023 3:47:36 PM 
15826,Air Cooler COOLER MASTER Hyper 212 Spectrum V2 ARGB,CM-COOHY212SV2,RR-2V2L-18PD-R1,Hardware,Coolers,COOLER MASTER,64.22,21.0,0.0,10,70.64,365.5,25818.92,https://elit.com.ar/producto/15826-air-cooler-cooler-master-hyper-212-spectrum-v2-argb,8/18/2023 3:47:36 PM 
15829,Air Cooler COOLER MASTER Hyper 212 Black Edition RGB,CM-COOHY212RGBB,RR-212S-20PC-R2,Hardware,Coolers,COOLER MASTER,120.88,21.0,0.0,10,132.97,365.5,48600.54,https://elit.com.ar/producto/15829-air-cooler-cooler-master-hyper-212-black-edition-rgb,8/18/2023 3:47:36 PM 
15832,Fan Cooler COOLER MASTER MasterFan MF120 Prismatic ARGB,CM-COOMF120PRIS,MFY-B2DN-20NPA-R1,Hardware,Coolers,COOLER MASTER,45.34,21.0,0.0,10,49.87,365.5,18227.49,https://elit.com.ar/producto/15832-fan-cooler-cooler-master-master-fan-mf120-prismatic-argb,8/18/2023 3:47:36 PM 
15833,Fan Cooler COOLER MASTER MasterFan MF120 S2 ARGB,CM-COOMF120S2,MFW-B2DN-12NFA-S2,Hardware,Coolers,COOLER MASTER,15.1,21.0,0.0,10,16.61,365.5,6070.96,https://elit.com.ar/producto/15833-fan-cooler-cooler-master-master-fan-mf120-s2-argb,8/18/2023 3:47:36 PM 
15834,Fan Cooler COOLER MASTER MasterFan MF120 S3 ARGB,CM-COOMF120S3,MFW-B2DN-18NPA-S3,Hardware,Coolers,COOLER MASTER,20.81,21.0,0.0,10,22.89,365.5,8366.3,https://elit.com.ar/producto/15834-fan-cooler-cooler-master-master-fan-mf120-s3-argb,8/18/2023 3:47:36 PM 
15840,Accesorio Cooler COOLER MASTER Kit Brackets p/Socket LGA1700,CM-COOBRA5420,603005420-GP,Hardware,Coolers,COOLER MASTER,16.65,21.0,0.0,10,18.32,365.5,6695.96,https://elit.com.ar/producto/15840-accesorio-cooler-cooler-master-kit-brackets-p-socket-lga1700,8/18/2023 3:47:36 PM 
15856,Motherboard MSI PRO H610M-G LGA1700 DDR4,MSIMOTH610MDDR4,PRO H610M-G DDR4,Hardware,Motherboards,MSI,220.48,10.5,0.0,10,242.53,365.5,88644.72,https://elit.com.ar/producto/15856-motherboard-msi-pro-h610m-g-lga1700-ddr4,8/18/2023 3:47:36 PM 
15862,"Monitor LENOVO D22e-20 FHD 21.45""",LENMON66D2KAC6A,66D2KAC6AR,Imagen,Monitores,LENOVO,193.84,21.0,0.0,10,213.22,365.5,77931.91,https://elit.com.ar/producto/15862-monitor-lenovo-d22e-20-fhd-21-45,8/18/2023 3:47:36 PM 
15893,Fuente COOLER MASTER MWE V2 1050W 80 Plus Gold ATX Modular,CM-FUEGFM1050W,MPE-A501-AFCAG-WO,Hardware,Fuentes,COOLER MASTER,249.83,21.0,0.0,10,274.81,365.5,100443.06,https://elit.com.ar/producto/15893-fuente-cooler-master-mwe-v2-1050w-80-plus-gold-atx-modular,8/18/2023 3:47:36 PM 
15898,"Disco Interno SSD WESTERN DIGITAL Green 480GB 2.5"" SATA 3.0  545MB/s",WDSSD480G3G0A,WDS480G3G0A,Almacenamiento,Discos Internos SSD,WD,61.35,10.5,0.0,10,67.49,365.5,24667.59,https://elit.com.ar/producto/15898-disco-interno-ssd-western-digital-green-480gb-2-5-sata-3-0-545mb-s,8/18/2023 3:47:36 PM 
15908,"Notebook GIGABYTE AERO 16 16"" Intel Core i7-12700H 16GB DDR5-4800Mhz GeForce RTX 3060P 1TB SSD Windows 10 Pro",GIGNOTAE16KE5,AERO 16 KE5-72LA934HP,Computadoras,Notebooks Consumo,GIGABYTE,3624.48,10.5,0.0,10,3986.93,365.5,1457222.92,https://elit.com.ar/producto/15908-notebook-gigabyte-aero-16-16-intel-core-i7-12700h-16gb-ddr5-4800mhz-ge-force-rtx-3060p-1tb-ssd-windows-10-pro,8/18/2023 3:47:36 PM 
15930,Funda p/Tablet BAGS FSN10TB-N Negro,BAGSFUNFSN10TBN,FSN10TB-N,Estuches,Fundas,BAGS,7.21,21.0,0.0,10,7.93,365.5,2898.42,https://elit.com.ar/producto/15930-funda-p-tablet-bags-fsn10tb-n-negro,8/18/2023 3:47:36 PM 
15942,"Monitor 19"" LCD HDMI",PHIMONHDMI19,193V5LHSB2/77,Imagen,Monitores,PHILIPS,153.71,21.0,0.0,10,169.08,365.5,61798.74,https://elit.com.ar/producto/15942-monitor-19-lcd-hdmi,8/18/2023 3:47:36 PM 
15966,Memoria Ram UDIMM KINGSTON KVR 16GB DDR4 3200MHz CL22 1.20V Single Negro,KINMEMKVR32N22S,KVR32N22S8/16,Memorias,Memorias PC,KINGSTON,86.44,10.5,0.0,10,95.08,365.5,34751.74,https://elit.com.ar/producto/15966-memoria-ram-udimm-kingston-kvr-16gb-ddr4-3200m-hz-cl22-1-20v-single-negro,8/18/2023 3:47:36 PM 
16005,"Monitor Philips 22"" VGA HDMI",PHIMON221V8/77,221V8/77,Imagen,Monitores,PHILIPS,183.95,21.0,0.0,10,202.35,365.5,73958.93,https://elit.com.ar/producto/16005-monitor-philips-22-vga-hdmi,8/18/2023 3:47:36 PM 
16018,Memoria Ram UDIMM KINGSTON KVR 8GB DDR4 3200MHz CL22 1.20V Single Negro,KINMEMKVR32N228,KVR32N22S8/8,Memorias,Memorias PC,KINGSTON,48.26,10.5,0.0,10,53.09,365.5,19404.4,https://elit.com.ar/producto/16018-memoria-ram-udimm-kingston-kvr-8gb-ddr4-3200m-hz-cl22-1-20v-single-negro,8/18/2023 3:47:36 PM 
16023,Disco Interno SSD CRUCIAL P3 500GB M.2 NVMe PCIe 3.0  3500MB/s,CRUSSDP3500,CT500P3SSD8,Almacenamiento,Discos Internos SSD,CRUCIAL,74.48,10.5,0.0,10,81.93,365.5,29945.42,https://elit.com.ar/producto/16023-disco-interno-ssd-crucial-p3-500gb-m-2-nv-me-pc-ie-3-0-3500mb-s,8/18/2023 3:47:36 PM 
16042,Motherboard MSI PRO H610M-B LGA1700 DDR4,MSIMOTH610MbD4,MSI-PRO-H610M-B-DDR4,Hardware,Motherboards,MSI,210.52,10.5,0.0,10,231.57,365.5,84638.84,https://elit.com.ar/producto/16042-motherboard-msi-pro-h610m-b-lga1700-ddr4,8/18/2023 3:47:36 PM 
16053,Motherboard GIGABYTE X570S AORUS ELITE AM4 DDR4,GIGMOTX570SAELI,X570S AORUS ELITE,Hardware,Motherboards,GIGABYTE,474.98,10.5,0.0,10,522.48,365.5,190966.44,https://elit.com.ar/producto/16053-motherboard-gigabyte-x570s-aorus-elite-am4-ddr4,8/18/2023 3:47:36 PM 
16057,Funda p/Disco Externo BAGS FNGPS/CAM-S Striples Estampado,BAGFUNFNCAMS,FNGPS/CAM-S,Estuches,Fundas,BAGS,19.63,21.0,0.0,10,21.59,365.5,7891.15,https://elit.com.ar/producto/16057-funda-p-disco-externo-bags-fngps-cam-s-striples-estampado,8/18/2023 3:47:36 PM 
16058,Funda p/Disco Externo BAGS FNGPS/CAM-LP Love Paris Estampado,BAGFUNFNCAMLP,FNGPS/CAM-LP,Estuches,Fundas,BAGS,19.63,21.0,0.0,10,21.59,365.5,7891.15,https://elit.com.ar/producto/16058-funda-p-disco-externo-bags-fngps-cam-lp-love-paris-estampado,8/18/2023 3:47:36 PM 
16065,Placa Radeon RX 6500 XT EAGLE 4G,GIGPDV65EA4GD,GV-R65XTEAGLE-4GD,Hardware,Placas de Video,GIGABYTE,496.95,10.5,0.0,10,546.65,365.5,199800.58,https://elit.com.ar/producto/16065-placa-radeon-rx-6500-xt-eagle-4g,8/18/2023 3:47:36 PM 
