Marca,Categoria,SubCategoria,SubCategoria_Auxiliar,Codigo,Articulo,Disponible,L4,IVA,Deposito
MARVO,Informática,Gaming,Teclados,6932391922828,TECLADO GAMING MECANICO MARVO KG945,41,72.47,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
MARVO,Informática,Gaming,Teclados,6932391923252,TECLADO MARVO K606 RGB SP,1331,13.37,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
MARVO,Informática,Gaming,Teclados,6932391923412,TECLADO GAMING MECANICO  COMPACTO MARVO KG901 ILUMINADO RGB BLUE SWITCH USB,2193,29.06,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
MARVO,Informática,Gaming,Teclados,6932391924204,TECLADO GAMING TKL MARVO K607 ESP USB RGB,3090,17.15,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
MARVO,Informática,Gaming,Teclados,6932391924648,TECLADO GAMING 60% MARVO KG962SP-B SWITCH BLUE ESP USB RGB,2409,30.09,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
MARVO,Informática,Gaming,Teclados,KG953-SP,TECLADO MECANICO COMPACTO MARVO KG953 SWITCH BLUE ESP USB TIPO C,931,35.43,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
MARVO,Informática,Periféricos,WEBCAM,6932391923122,WEBCAM MARVO MPC01 1080P MIC 5MPX ILUMINACION LED USB,789,22.19,001-I.V.A. 21 %,01-DH.Principal Vtas.
MATRIX,Audio,Parlante Bluetooth,,MTX-BTSPKBLK,PARLANTE BT MATRIX BLAST NEGRO,77,128.7,001-I.V.A. 21 %,01-DH.Principal Vtas.
MATRIX,Audio,Parlante Bluetooth,,MTX-SBASPKBLU,PARLANTE BT MATRIX SOUND BASS AZUL,392,102.46,001-I.V.A. 21 %,01-DH.Principal Vtas.
MATRIX,Audio,Parlante Bluetooth,Parlante Bluetooth,647213613988,PARLANTE BT MATRIX MINI BOOM AZUL POWER BANK SD AUX,90,84.08,001-I.V.A. 21 %,01-DH.Principal Vtas.
MATRIX,Audio,Parlante Bluetooth,Parlante Portátil,647213613957,PARLANTE BT MATRIX MINIBASS SILVER,541,60.76,001-I.V.A. 21 %,01-DH.Principal Vtas.
MATRIX,Audio,Parlante Bluetooth,Parlante Portátil,647213613964,PARLANTE BT MATRIX MINI BOOM NEGRO POWER BANK SD AUX,495,84.08,001-I.V.A. 21 %,01-DH.Principal Vtas.
MATRIX,Audio,Parlante Bluetooth,Parlante Portátil,647213613971,PARLANTE BT MATRIX MINI BOOM ROJO POWER BANK SD AUX,60,84.08,001-I.V.A. 21 %,01-DH.Principal Vtas.
MATRIX,Audio,Parlante Bluetooth,Parlante Portátil,MTX-BTSPKBLU,PARLANTE BT MATRIX BLAST AZUL,6,128.7,001-I.V.A. 21 %,01-DH.Principal Vtas.
MATRIX,Audio,Parlante Bluetooth,Parlante Portátil,MTX-BTSPKGRY,PARLANTE BT MATRIX BLAST GRIS,16,128.7,001-I.V.A. 21 %,01-DH.Principal Vtas.
MATRIX,Audio,Parlante Bluetooth,Parlante Portátil,MTX-BTSPKRED,PARLANTE BT MATRIX BLAST ROJO,13,128.7,001-I.V.A. 21 %,01-DH.Principal Vtas.
MATRIX,Audio,Parlante Bluetooth,Parlante Portátil,MTX-SBASPKBLK,PARLANTE BT MATRIX SOUND BASS NEGRO,594,102.46,001-I.V.A. 21 %,01-DH.Principal Vtas.
MATRIX,Audio,Parlante Bluetooth,Parlante Portátil,MTX-SBASPKRED,PARLANTE BT MATRIX SOUND BASS ROJO,437,102.46,001-I.V.A. 21 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Audio Home,Barras de Sonido,7798135512446,BARRA DE SONIDO 2.1 MOONKI SOUND MX-SB140BT21 CON SUBWOOFER INALÁMBRICO PROCESADOR DSP,237,231.68,001-I.V.A. 21 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Auriculares Wired,In Ear,7798135510688,AURICULAR ROJO IN EAR MOONKI SOUND MH-I312,1126,3.96,001-I.V.A. 21 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Auriculares Wired,On Ear,7798135510626,AURICULAR AZUL ON EAR MOONKI SOUND MH-O613,4505,11.22,001-I.V.A. 21 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Auriculares Wired,On Ear,7798135510640,AURICULAR ROJO ON EAR MOONKI SOUND MH-O613,4355,11.22,001-I.V.A. 21 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Auriculares Wireless,Earbud,7798135511968,EARBUDS MOONKI SOUND MA-TWS66 BLACK,180,26.16,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Auriculares Wireless,Earbud,7798135511982,EARBUDS MOONKI SOUND MA-TWSH100 BLACK,0,28.69,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Auriculares Wireless,Earbud,7798135512354,EARBUDS MOONKI SOUND MH-TWS33 BLACK,269,21.54,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Auriculares Wireless,On Ear,7798135510596,AURICULAR BT NEGRO ON EAR MOONKI SOUND MH-O510BT,7262,38.22,001-I.V.A. 21 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Auriculares Wireless,On Ear,7798135512347,AURICULAR BT NEGRO ON EAR MOONKI SOUND MH-O710BT,1559,22.75,001-I.V.A. 21 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Auriculares Wireless,On Ear,7798135512606,AURICULAR BT NEGRO ON EAR NOISE CANCELING MOONKI SOUND MV-S21BT,624,72.16,001-I.V.A. 21 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Parlante Amplificado,Parlante Bluetooth,7798135512453,"PARLANTE POTENCIADO MOONKI SOUND MS-900B - 6,5"" - 900W/60W - INC. MIC C/CABLE - BAT.",1314,174.17,001-I.V.A. 21 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Parlante Amplificado,Parlante Bluetooth,7798135512460,"PARLANTE POTENCIADO MOONKI SOUND MS-1200B - 10"" - 1200W/80W - INC. MIC C/CABLE - BAT.",59,253.63,001-I.V.A. 21 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Parlante Amplificado,Parlante Bluetooth,7798135512477,"PARLANTE POTENCIADO MOONKI SOUND MS-1600B - 10"" - 1600W/80W - INC. MIC C/CABLE - BAT.",546,205.02,001-I.V.A. 21 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Parlante Amplificado,Parlante Bluetooth,7798135512484,"PARLANTE POTENCIADO MOONKI SOUND MS-115B - 15"" - 2500W/100W - INC. MIC C/CABLE Y TRIP. - BAT.",-1,320.37,001-I.V.A. 21 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Parlante Amplificado,Parlante Bluetooth,7798135512514,"PARLANTE POTENCIADO MOONKI SOUND MS-P112B - 12"" - 3000W/150W - INC. MIC IN. X 2 - BAT.",65,439.12,001-I.V.A. 21 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Parlante Amplificado,Party Speaker,7798135512361,PARLANTE PARTYBOX MOONKI SOUND MW-PB265BLT,94,300.31,001-I.V.A. 21 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Parlante Amplificado,Party Speaker,7798135512521,"PARLANTE POTENCIADO MOONKI SOUND MO-PB280 - 2X8"" - 900W/60W - FRENTE ILUM. EF. LLAMAS - BAT.",481,172.76,001-I.V.A. 21 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Parlante Amplificado,Party Speaker,7798135512538,"PARLANTE POTENCIADO MOONKI SOUND MD-PB360 - 2X8"" - 1800W/120W - SONIDO 360° - FRENTE ILUM. + LUZ FIE",52,310.46,001-I.V.A. 21 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Parlante Amplificado,Party Speaker,7798135512613,"PARLANTE POTENCIADO MOONKI SOUND MW-PB250 - 2X5"" - 900W/60W - BAT.",104,236.28,001-I.V.A. 21 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Parlante Amplificado,Torre de Sonido,7798135512156,TORRE DE SONIDO DJ MOONKI SOUND MW-DJ212LT220,57,513.56,001-I.V.A. 21 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Parlante Amplificado,Torre de Sonido,7798135512569,"PARLANTE POTENCIADO MOONKI SOUND MA-MT265B - 2x6,5"" - 750W/50W - BAT.",624,155.49,001-I.V.A. 21 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Parlante Amplificado,Torre de Sonido,7798135512590,"PARLANTE POTENCIADO MOONKI SOUND MS-X265BT - 2x6,5"" - 900W/60W - BAT.",415,183.3,001-I.V.A. 21 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Parlante Bluetooth,Parlante Portátil,7798135512385,PARLANTE PORTÁTIL NEGRO MOONKI SOUND MO-L2077BT-V2,1533,57.53,001-I.V.A. 21 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Parlante Bluetooth,Parlante Portátil,7798135512415,PARLANTE PORTÁTIL NEGRO MOONKI SOUND IPX6 MO-L208BT,2757,58.73,001-I.V.A. 21 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Parlante Bluetooth,Parlante Portátil,7798135512422,PARLANTE PORTÁTIL NEGRO MOONKI SOUND MO-R88BT,1995,38.62,001-I.V.A. 21 %,01-DH.Principal Vtas.
MOTOROLA,Informática,Celulares,,7790894900120,TELEFONO CELULAR MOTOROLA G51 5G 4GB 128GB DORADO TORNASOL,3,424.28,001-I.V.A. 21 %,01-DH.Principal Vtas.
NAKAMICHI,Audio,Audio Home,Barras de Sonido,6923852110892,BARRA DE SONIDO 2.1 WIRELESS  BT NAKAMICHI  APOLLO220 DOLBY AUDIO  120W,204,314.08,001-I.V.A. 21 %,01-DH.Principal Vtas.
NAKAMICHI,Audio,Audio Home,Barras de Sonido,840735106550,BARRA DE SONIDO 9.2 WIRELESS NAKAMICHI SHOCKWAFE ULTRA 9.2 DOLBY ATMOS 1000W,28,2857.89,001-I.V.A. 21 %,01-DH.Principal Vtas.
NAKAMICHI,Audio,Auriculares,,4897057392334,AURICULAR NAKAMICHI CE100  IN EAR BLANCO,8,4.95,001-I.V.A. 21 %,01-DH.Principal Vtas.
NAKAMICHI,Audio,Auriculares,,4897057392341,AURICULAR NAKAMICHI CE100 IN EAR NEGRO,2,4.95,001-I.V.A. 21 %,01-DH.Principal Vtas.
NAKAMICHI,Audio,Auriculares,,4897057392358,AURICULAR NAKAMICHI CE300 IN EAR NEGRO,997,8.13,001-I.V.A. 21 %,01-DH.Principal Vtas.
NAKAMICHI,Audio,Parlante Bluetooth,,6923852107311,PARLANTE BT NAKAMICHI CUBEBOX 5W IPX7 BLACK,2414,35.18,001-I.V.A. 21 %,01-DH.Principal Vtas.
NAKAMICHI,Audio,Parlante Bluetooth,,6923852107649,PARLANTE BT NAKAMICHI THRILL AZUL,745,75.51,001-I.V.A. 21 %,01-DH.Principal Vtas.
NAKAMICHI,Audio,Parlante Bluetooth,,6923852107823,PARLANTE BT NAKAMICHI CUBEBOX 5W IPX7 BLUE,1484,35.18,001-I.V.A. 21 %,01-DH.Principal Vtas.
NAKAMICHI,Audio,Parlante Bluetooth,,6923852107830,PARLANTE BT NAKAMICHI CUBEBOX 5W IPX7 RED,1463,35.18,001-I.V.A. 21 %,01-DH.Principal Vtas.
NAKAMICHI,Audio,Parlante Bluetooth,,6923852107946,PARLANTE BT NAKAMICHI THRILL NEGRO,1790,78.86,001-I.V.A. 21 %,01-DH.Principal Vtas.
NAKAMICHI,Audio,Parlante Bluetooth,,6923852107953,PARLANTE BT NAKAMICHI THRILL ROJO,660,78.86,001-I.V.A. 21 %,01-DH.Principal Vtas.
NAKAMICHI,Audio,Parlante Bluetooth,,6923852108332,PARLANTE BT NAKAMICHI CUBEBOX 5W IPX7 MINT,540,35.18,001-I.V.A. 21 %,01-DH.Principal Vtas.
NAKAMICHI,Audio,Parlante Bluetooth,,6923852108349,PARLANTE BT NAKAMICHI CUBEBOX 5W IPX7 GREEN,621,35.18,001-I.V.A. 21 %,01-DH.Principal Vtas.
NAKAMICHI,Car-Audio,Accesorios,,6923852110038,NAKAMICHI 0GA POWER CABLE 15M/49FT OFC,10,653.0,001-I.V.A. 21 %,01-DH.Principal Vtas.
NAKAMICHI,Car-Audio,Accesorios,,6923852110182,NAKAMICHI 8GA POWER CABLE 50M/164FT OFC,74,90.33,001-I.V.A. 21 %,01-DH.Principal Vtas.
NAKAMICHI,Car-Audio,Amplificador,,6923852108479,AMPLIFICADOR 4CH NAKAMICHI NKTA75.4 400W,47,136.17,001-I.V.A. 21 %,01-DH.Principal Vtas.
NAKAMICHI,Car-Audio,Amplificador,,6923852109544,AMPLIFICADOR 2CH NAKAMICHI NGO-A80.2 960W,24,124.18,001-I.V.A. 21 %,01-DH.Principal Vtas.
NAKAMICHI,Car-Audio,Amplificador,,6923852109575,AMPLIFICADOR MONOBLOCK NAKAMICHI NGO-D900.1 5400W,58,237.66,001-I.V.A. 21 %,01-DH.Principal Vtas.
NAKAMICHI,Car-Audio,Amplificador,,6923852109582,AMPLIFICADOR MONOBLOCK NAKAMICHI NGO-D500.1 3000W,161,158.44,001-I.V.A. 21 %,01-DH.Principal Vtas.
NAKAMICHI,Car-Audio,Parlantes,,6923852109049,PARLANTE 6X9 NAKAMICHI NSE6918 3V 260W 4OHM,142,70.64,001-I.V.A. 21 %,01-DH.Principal Vtas.
NAKAMICHI,Car-Audio,Parlantes,,6923852109131,"COMPONENTE 6.5"" NAKAMICHI NSECS1658 2V 350W 4OHM",138,108.92,001-I.V.A. 21 %,01-DH.Principal Vtas.
NAKAMICHI,Car-Audio,Parlantes,,NSE1658,"PARLANTE 6.5"" NAKAMICHI NSE1658 3V 360W 4OHM",202,72.61,001-I.V.A. 21 %,01-DH.Principal Vtas.
NAKAMICHI,Car-Audio,Parlantes,"4""",6923852108998,"PARLANTE 4"" NAKAMICHI NSE1018 2V 130W 4OHM",133,45.21,001-I.V.A. 21 %,01-DH.Principal Vtas.
NAKAMICHI,Car-Audio,Parlantes,"6.5""",6923852109087,"PARLANTES 6,5"" NAKAMICHI NSE1658 360W COAXIALES 3 VÍAS",3,84.98,001-I.V.A. 21 %,01-DH.Principal Vtas.
NAKAMICHI,Car-Audio,Parlantes,"6.5""",6923852109117,"COMPONENTE 6.5"" NAKAMICHI NSE-CS1618 2V 200W 4OHM",102,115.42,001-I.V.A. 21 %,01-DH.Principal Vtas.
NAKAMICHI,Car-Audio,Parlantes,"6x9""",6923852109094,"PARLANTES 6,9"" NAKAMICHI NSE6948 500W COAXIALES 3 VÍAS",48,93.95,001-I.V.A. 21 %,01-DH.Principal Vtas.
NAKAMICHI,Car-Audio,Stereo,,6923852111264,"STEREO DOBLE DIN  NAKAMICHI NAM1612 7"" BT USB SD 50W X 4",400,248.46,001-I.V.A. 21 %,01-DH.Principal Vtas.
NAKAMICHI,Car-Audio,Stereo,Din,4656758942954,STEREO SINGLE DIN NAKAMICHI NQ523BD 50WX4 BT/USB FRENTE FIJO,970,86.86,001-I.V.A. 21 %,01-DH.Principal Vtas.
NAKAMICHI,Car-Audio,Stereo,Din,6923852109520,STEREO SINGLE DIN NAKAMICHI NQ616B 50W X 4 - BLUETOOTH - FRENTE FIJO,558,109.42,001-I.V.A. 21 %,01-DH.Principal Vtas.
NAKAMICHI,Car-Audio,Stereo,Din,840735107144,STEREO SINGLE DIN NAKAMICHI NQ821B 50WX4 BT/USB FRENTE DESMONTABLE,32,207.24,001-I.V.A. 21 %,01-DH.Principal Vtas.
NAKAMICHI,Car-Audio,Stereo,Din-Doble,6923852109438,"STEREO DOBLE DIN  NAKAMICHI NA2300/NC5L 6.2"" BT DVD CD USB 50W X 4",56,254.25,001-I.V.A. 21 %,01-DH.Principal Vtas.
NAKAMICHI,Car-Audio,Stereo,Din-Doble,6923852109940,"STEREO DOBLE DIN  NAKAMICHI NAM1610 7"" BT USB SD 50W X 4",49,185.23,001-I.V.A. 21 %,01-DH.Principal Vtas.
NAKAMICHI,Car-Audio,Subwoofer,,6923852107991,"SUBWOOFER NAKAMICHI NSWZ1206D4 12"" DOBLE BOBINA  600W RMS 4OHM",324,145.57,001-I.V.A. 21 %,01-DH.Principal Vtas.
NAKAMICHI,Car-Audio,Subwoofer,,6923852108806,"SUBWOOFER NAKAMICHI NSW12D 12"" BOBINA DOBLE DVC 1200W 4OHM",46,59.41,001-I.V.A. 21 %,01-DH.Principal Vtas.
NAKAMICHI,Car-Audio,Subwoofer,"10""",6923852103429,"SUBWOOFER AMPLIFICADO 10"" B.ASIENTO NAKAMICHI NBX25L",12,307.26,001-I.V.A. 21 %,01-DH.Principal Vtas.
NAKAMICHI,Car-Audio,Subwoofer,"10""",6923852108431,"SUBWOOFER AMPLIFICADO 10"" B.ASIENTO NAKAMICHI NBF10.2A",29,376.03,001-I.V.A. 21 %,01-DH.Principal Vtas.
NAKAMICHI,Car-Audio,Subwoofer,"10""",6923852110588,"SUBWOOFER AMPLIFICADO 10"" B.ASIENTO NAKAMICHI NBF25.0A",27,365.32,001-I.V.A. 21 %,01-DH.Principal Vtas.
NAKAMICHI,Car-Audio,Subwoofer,"12""",6923852101562,"SUBWOOFER AMPLIFICADO 12"" CAJA SLIM NAKAMICHI NBX30A",20,370.92,001-I.V.A. 21 %,01-DH.Principal Vtas.
NAKAMICHI,Car-Audio,Subwoofer,"12""",6923852107977,"SUBWOOFER SLIM 12"" NAKAMICHI NSWX1203S4  BOBINA SIMPLE 250W 4OHM",46,247.43,001-I.V.A. 21 %,01-DH.Principal Vtas.
NAKAMICHI,Car-Audio,Subwoofer,"6x9""",6923852111226,"SUBWOOFER AMPLIFICADO 6X9"" B.ASIENTO NAKAMICHI NBF618S-II",19,255.28,001-I.V.A. 21 %,01-DH.Principal Vtas.
NAKAMICHI,Car-Audio,Subwoofer,"8""",6923852110571,"SUBWOOFER AMPLIFICADO 8"" B.ASIENTO NAKAMICHI NBF20.0A",28,322.0,001-I.V.A. 21 %,01-DH.Principal Vtas.
NETSYS,Informática,Parlantes,,Z01-0078,PARLANTES USB P/ KIT,0,3.71,001-I.V.A. 21 %,01-DH.Principal Vtas.
PIONEER,Audio,Auriculares,,SE-E7BT-H,AURICULAR BT DEPORTIVO HOOK EAR PIONEER SE-E7BT NEGRO Y GRIS,0,89.34,001-I.V.A. 21 %,01-DH.Principal Vtas.
PIONEER,Car-Audio,Parlantes,,884938311663,"PARLANTE 6""x9"" PIONEER TS-A6986R  600W 4V 4OHM",3,174.32,001-I.V.A. 21 %,01-DH.Principal Vtas.
PIONEER,Car-Audio,Parlantes,"6.5""",884938488259,"COMBO STEREO + 4 PARLANTES PIONEER (MVH-S320BT + TS-165P 6.5"")",191,290.2,001-I.V.A. 21 %,01-DH.Principal Vtas.
PIONEER,Car-Audio,Subwoofer,"12""",884938446655,"SUBWOOFER 12"" SLIM CON CAJA PIONEER TS-A3000LB 1500W 400W RMS",35,362.7,001-I.V.A. 21 %,01-DH.Principal Vtas.
PIONEER,Car-Audio,Subwoofer,"12""",884938476416,"SUBWOOFER 12"" PIONEER TSW312S4 1600W 4OHM",14,199.58,001-I.V.A. 21 %,01-DH.Principal Vtas.
PNY,Informática,Componentes,Memorias PC,4712847098695,MEMORIA DDR4 8GB 2666 MHZ PNY XLR8,25,117.83,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
PNY,Informática,Componentes,Memorias PC,4718006451462,MEMORIA PNY DDR4 PERFORMANCE 8GB 2666 MHZ,55,59.56,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
PNY,Informática,Componentes,Memorias PC,751492645766,MEMORIA DDR4 16GB (2X8GB) 4000 MHZ PNY EPIC X RGB,1,293.39,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
PNY,Informática,Componentes,Placas de Video,751492649351,VGA PNY GEFORCE GTX 1660TI 6GB DUAL FAN GDDR6,3,1001.82,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
PNY,Informática,Componentes,SSD,4712847095922,UNIDAD SSD 120GB  PNY CS900 2.5” SATA III 6Gb/s,52,43.69,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
PNY,Informática,Componentes,SSD,4712847095939,"UNIDAD SSD 240GB PNY CS900 2.5"" SATA III 6Gb/s",299,40.42,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
PNY,Informática,Componentes,SSD,4712847099098,UNIDAD SSD M.2 PNY CS3030 500GB NVMe,1,158.02,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
PNY,Informática,Componentes,SSD,4718006450434,UNIDAD SSD M.2 PNY CS1030 1Tb NVMe,8,300.11,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
PNY,Informática,Componentes,SSD,4718006450441,UNIDAD SSD M.2 PNY CS1030 2TB NVMe Gen3x4,4,627.37,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
PNY,Informática,Componentes,SSD,4718006451615,UNIDAD SSD M.2 500GB PNY CS2140 NVMe,7,136.48,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
PNY,Informática,Componentes,SSD,751492639840,UNIDAD SSD M.2 PNY CS3040 500GB NVMe CON DISIPADOR,8,282.1,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
PNY,Informática,Componentes,SSD,751492639857,UNIDAD SSD M.2 PNY CS3040 1TB NVMe CON DISIPADOR M280CS3040-1TB-Rb,4,460.13,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
PNY,Informática,Componentes,SSD Externo,PSD0CS2060-1TB-RB,DISCO SSD EXTERNO 1TB PNY PRO ELITE USB TIPO-C 3.1,5,407.58,001-I.V.A. 21 %,01-DH.Principal Vtas.
QSEE,Informática,Seguridad,DVR,QTH163,DVR QSEE QT163 16 CANALES FULL HD,1,418.81,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
QSEE,Informática,Seguridad,DVR,QTH83,DVR QSEE QTH83 8 CANALES FULL HD 1080P,42,273.59,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
RAZER,Informática,Gaming,Mouses,8886419332817,MOUSE GAMER RAZER BASILISK HYPERSPEED OPTICO WIRELESS,0,83.28,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
ROCKFORD FOSGATE,Car-Audio,Accesorios,,RFK1,KIT INSTALACION ROCKFORD FOSGATE RFK1 1/0 AWG,1,224.46,001-I.V.A. 21 %,01-DH.Principal Vtas.
ROCKFORD FOSGATE,Car-Audio,Amplificador,,780687333126,AMPLIFICADOR 4CH ROCKFORD FOSGATE PRIME R600-4D 600W,10,323.3,001-I.V.A. 21 %,01-DH.Principal Vtas.
ROCKFORD FOSGATE,Car-Audio,Amplificador,,T400X4AD,AMPLIFICADOR 4CH ROCKFORD FOSGATE SERIE T400X4AD,2,428.35,001-I.V.A. 21 %,01-DH.Principal Vtas.
ROCKFORD FOSGATE,Car-Audio,Parlantes,,780687342197,"WOOFER 10"" ROCKFORD FOSGATE PUNCH PPS4-10 700W 4OHM",7,253.25,001-I.V.A. 21 %,01-DH.Principal Vtas.
ROCKFORD FOSGATE,Car-Audio,Subwoofer,,E700219,"SUBWOOFER 12"" ROCKFORDBOX R1L-2X12 DUAL PRIME",1,243.26,001-I.V.A. 21 %,01-DH.Principal Vtas.
ROKU,Electrónica,TV,,829610002880,ROKU PREMIERE 4K (SIN PILAS) (SIN TRAFO),3,82.55,001-I.V.A. 21 %,01-DH.Principal Vtas.
ROKU,Electrónica,TV,,829610002880-B,ROKU PREMIERE 4K BLANCO (SIN PILAS) (SIN TRAFO),1318,85.76,001-I.V.A. 21 %,01-DH.Principal Vtas.
ROKU,Electrónica,TV,,829610003252,ROKU 3930 R EXPRESS,-1,80.68,001-I.V.A. 21 %,01-DH.Principal Vtas.
ROKU,Electrónica,TV,,829610004471,ROKU 3930 MX (SIN TRAFO) (SIN PILAS),0,82.8,001-I.V.A. 21 %,01-DH.Principal Vtas.
SAMSUNG,Electrónica,TV,,UN50AU7000GCZB,"TV LED EQ SMART 50"" UHD - SERIE AU7000",3,772.56,001-I.V.A. 21 %,01-DH.Principal Vtas.
SEAGATE,Informática,Componentes,Disco Rigido Interno,ST1000DM010,"HDD 3.5"" 1TB SEAGATE BARRACUDA 64 MB 7200 RPM",199,100.66,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
SHENLONG,Informática,Gabinete Sin Fuente,Gabinete Sin Fuente,GT-503,GABINETE SHENLONG GT-503 ACRILICO MINI-TOWER RGB RAINBOW RING MICRO-ATX S/FUENTE,372,62.55,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
SHENLONG,Informática,Gabinete Sin Fuente,Gabinete Sin Fuente,SHGC-GT701,GABINETE SHENLONG GT-701 ACRILICO MID-TOWER RGB RAINBOW RING MICRO-ATX S/FUENTE,488,88.49,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
SHENLONG,Informática,Gaming,Auriculares,7798135511869,HEADSET GAMING SHENLONG HS1000 - LED ROJO - JACK 2 X 3.5MM + USB,1623,20.14,001-I.V.A. 21 %,01-DH.Principal Vtas.
SHENLONG,Informática,Gaming,Auriculares,7798135512064,"HEADSET GAMING SHENLONG HS999 CON RETROILUMINACIÓN LED ROJA, 2x3.5 mm + USB. INCLUYE ADAPTADOR PS4",1929,19.46,001-I.V.A. 21 %,01-DH.Principal Vtas.
SHENLONG,Informática,Gaming,Auriculares,7798135512323,"HEADSET GAMING SHENLONG HS-VS7100 SONIDO 7,1 VIRTUAL CON ILUMINACIÓN RAINBOX - CONECTOR USB",816,26.09,001-I.V.A. 21 %,01-DH.Principal Vtas.
SHENLONG,Informática,Gaming,Kit Teclado Y Mouse,7798135511890,COMBO 4 EN 1 GAMING SHENLONG C4001,1093,27.31,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
SHENLONG,Informática,Gaming,Kit Teclado Y Mouse,7798135512057,COMBO GAMING 2 EN 1 SHENLONG C2001- MOUSE Y TECLADO,760,19.22,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
SHENLONG,Informática,Gaming,Microfono,7798135512330,MICRÓFONO STREAMING SHENLONG SM-ARM909 CON SOPORTE DE BRAZO PLEGABLE Y FILTRO POP,717,52.54,001-I.V.A. 21 %,01-DH.Principal Vtas.
SHENLONG,Informática,Gaming,Mouses,7798135511883,MOUSE GAMING SHENLONG M700 - 7 BOTONES - HASTA 6400DI - RAINBOW LED + CABLE MALLADO 1.5M,1459,11.34,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
SHENLONG,Informática,Gaming,Mouses,7798135512071,"MOUSE GAMING SHENLONG M788-7 BOTONES, HASTA 6400 DPI CON RETROILUMINACIÓN RAINBOW",1365,10.06,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
SHENLONG,Informática,Gaming,Mouses,7798135512293,MOUSE GAMING PROFESIONAL RAINBOW SHENLONG  M1000PX 10 BOTONES HASTA 10000 DPI SENSOR PIXART 3325 IC,566,24.39,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
SHENLONG,Informática,Gaming,Mouses,7798135512309,MOUSE GAMING PROFESIONAL RAINBOW SHENLONG M808PX 8 BOTONES HASTA 10000 DPI SENSOR PIXART 3325 IC,963,24.27,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
SHENLONG,Informática,Gaming,Pad Mouse,7798135511906,PAD GAMING SHENLONG P1000M - 350 X 250 X 4 MM - BORDE COCIDO - SUP DE MICROFIBRA,448,7.87,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
